Название фрейма,Фрейм,Значение,А-группа,А-класс (сумма),Форма,А-класс (реальный),перф.EP,перф.ES,перф.P,перф.P2,перф.S,перф.MP,перф.EMP,перф. Q,имперф.P,имперф.P2,имперф.S,имперф. MP,Источник,Комментарии
TOUCH,1672,писать,niru-,<ES; P>,niru-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
TOUCH,866,"побеждать, выигрывать",dabǯe-,<ES; P>,dabǯe-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
TOUCH,230,подметать,xarpole-,<ES; P>,xarpole-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
SHAKE,,"подходить, быть в пору",ača-,<ES; S>,ača-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
SHAKE,,поливать,pisi-,"<ES, P; P>",pisi-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
COUGH,707,помнить,ǯoŋgo-,<ES; —>,ǯoŋgo-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
COUGH,1897,помогать,bələči-,<ES; P>,bələči-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
COUGH,,прилипать,daksa-,<ES; S>,daksa-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
COUGH,,прислоняться,dərəpsin-,<ES; P>,dərəpsin-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
BOIL (OF LIQUID),1743,присоединяться,xopala-,<ES; —>,xopala-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
BOIL (OF LIQUID),1446,приходить,ǯi-,"<ES, P; P>",ǯi-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
FINISH,1828,просить,gələ-,"<ES, P; P>",gələ-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
FINISH,,радоваться,agda- / agdanase-,<ES; S>,agda-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
FINISH,,радоваться,agda- / agdanase-,<ES; S>,agdanase-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
DIG,2243,"ремонтировать, чинить",taoče-,<ES; P>,taoče-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
DIG,2892,сердить,tagdawan-,"<ES, S; S>",tagdawan-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
SHOUT,2223,сердиться,tagda- / tagdače-,<ES; S>,tagda-,<ES; ?>,0,1,0,0,0,0,0,0,—,—,—,—,[Oskolskaya 2017],горинский говор
SHOUT,2223,сердиться,tagda- / tagdače-,<ES; S>,tagdače-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
SHOUT,,скапливаться,kampip-,<ES; —>,kampip-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
SHOUT,,"скользить, кататься (с горки)",suruəči-,<P; P>,suruəči-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
,2328,скучать,ǯōŋgo-,<?; S>,ǯōŋgo-,<?; S>,—,—,—,—,—,—,—,—,0,0,1,0,[Oskolskaya 2017],горинский говор
,1608,слушать,dosoǯa-,<P; P>,dosoǯa-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
SMOKE (INHALE),1408,слышать,dolǯe-,<ES; S>,dolǯe-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
SMOKE (INHALE),"1711, 1624","сообщать, говорить1",gusərə-,<P; P>,gusərə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
SMOKE (INHALE),"1711, 1626","сообщать, говорить2",un-,<ES; —>,un-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
"SMOKE (INHALE), DRINK",1786,сохнуть,xolgo-,<ES; P>,xolgo-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
"SMOKE (INHALE), DRINK",754,спешить,busəsi-,<P; P>,busəsi-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
BITE,1172,стрелять (из ружья),meočala-,<ES; P>,meočala-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
BITE,,таять,ūŋ-,<ES; P>,ūŋ-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
BARKING,,терять,xuədə-,<ES; —>,xuədə-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
REST OR SLEEP,2003,течь,xəjə- / xəjəgu-,<ES; P>,xəjə-,<P; P>,0,0,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
REST OR SLEEP,2003,течь,xəjə- / xəjəgu-,<ES; P>,xəjəgu-,<ES; ?>,0,1,0,0,0,0,0,0,—,—,—,—,[Oskolskaya 2017],горинский говор
FLY (MOVE THROUGH AIR),,трескаться,kaltā- / kaltānase-,"<ES, Q, MP; MP>",kaltā-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,[Oskolskaya 2017],горинский говор
FLY (MOVE THROUGH AIR),,трескаться,kaltā- / kaltānase-,"<ES, Q, MP; MP>",kaltānase-,"<ES, MP; MP>",0,1,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],горинский говор
FLY (MOVE THROUGH AIR),1455,тянуть,toan-,"<ES, P; P>",toan-,"<ES, P; P>",0,1,1,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
FLY (MOVE THROUGH AIR),1433,"ударить, удариться",pačela- / pačeče-,<Q; MP>,pačela-,<Q; —>,0,0,0,0,0,0,0,1,0,0,0,0,[Oskolskaya 2017],горинский говор
FLY (MOVE THROUGH AIR),1433,"ударить, удариться",pačela- / pačeče-,<Q; MP>,pačeče-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],горинский говор
CURE,,удивляться,iŋgəlsi-,<ES; S>,iŋgəlsi-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
CURE,,уметь,otole-,<ES; S>,otole-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
POUR,1494,умирать,bu-,<ES; —>,bu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
POUR,1996,уставать,jada-,<ES; S>,jada-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
POUR,1752,уходить,ənu-,<ES; —>,ənu-,<ES; —>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
POUR,1983,храпеть,xončera- / xončerap-,<Q; MP>,xončera-,<MP; MP>,0,0,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],горинский говор
LIE DOWN,1983,храпеть,xončera- / xončerap-,<Q; MP>,xončerap-,<Q; ?>,0,0,0,0,0,0,0,1,—,—,—,—,[Oskolskaya 2017],горинский говор
LIE DOWN,3287,цвести,sela- / selago-,"<ES, S; P, S>",sela-,"<ES, S; S>",0,1,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
BRAKE,3287,цвести,sela- / selago-,"<ES, S; P, S>",selago-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
BRAKE,578,целовать,oǯo- / oǯokta-,"<ES, Q, MP; P, MP>",oǯo-,<Q; P>,0,0,0,0,0,0,0,1,1,0,0,0,[Oskolskaya 2017],горинский говор
BRAKE,578,целовать,oǯo- / oǯokta-,"<ES, Q, MP; P, MP>",oǯokta-,<ES. MP; MP>,0,1,0,0,0,1,0,0,0,0,0,1,[Oskolskaya 2017],горинский говор
BRAKE,3855,"чесаться, зудеть",xotorese-,<S; S>,xotorese-,<S; S>,0,0,0,0,1,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
,275,чистить (рыбу),xəsisi-,<ES; P>,xəsisi-,<ES; P>,0,1,0,0,0,0,0,0,1,0,0,0,[Oskolskaya 2017],горинский говор
,1079,чувствовать,uŋnə-,<ES; S>,uŋnə-,<ES; S>,0,1,0,0,0,0,0,0,0,0,1,0,[Oskolskaya 2017],горинский говор
